,category,question,answers,good_answer
0,Cine y Televisión,¿Quién es la protagonista de 'Los Otros' de Alejandro Amenábar?,"['Carolina Cerezuela', 'Esther Arroyo', 'Nicole Kidman', 'Isabel Serrano']",Nicole Kidman
0,Geografía,¿Cuál es la montaña más alta de Asia?,"['Monte Elbrus', 'Kilimanjaro', 'El Everest', 'Aconcagua']",El Everest
0,Cine y Televisión,¿A cual de sus exparejas sentimentales conoció Penélope Cruz en el rodaje de 'Sahara'?,"['Duff Daddy', 'Matthew McConaughey', 'Tom Cruise', 'Javier Bardem']",Matthew McConaughey
0,Geografía,¿Dónde está la ciudad de Sevilla?,"['Portugal', 'Italia', 'Francia', 'España']",España
0,Deporte,¿Cómo se llamaba Luis Aragonés en su etapa de jugador?,"['Fenómeno', 'El príncipe', 'Sabio', 'Ronnie']",Sabio
0,Arte y Literatura,¿Con qué obra ganó el Nobel de Literatura Vicente Aleixandre en el año 1977?,"['Poemas de la consumación', 'La colmena', 'Las ratas', 'Territorio comanche']",Poemas de la consumación
0,Arte y Literatura,"Paolo Ucello pintó tres cuadros de la Batalla de San Romano, una esta en el Louvre, otra en Los Oficios de Florencia y la tercera en:","['Museo de Arte de New York', 'Museo del Prado', 'La National Gallery de Londres', 'Museo del Hermitage']",La National Gallery de Londres
0,Arte y Literatura,"¿En qué ciudad tiene lugar la acción de Un mundo sin fin, el libro de Ken Follett?","['Londres', 'Kingsbridge', 'Cambridge', 'Oxford']",Kingsbridge
0,Ciencia y Naturaleza,¿Cuándo apareció el Homo habilis?,"['Hace 1 millón de años', 'Hace 2,5 millones de años', 'Hace 700.000 años', 'Hace 500.000 años']","Hace 2,5 millones de años"
0,Miscelánea,¿Cómo se llama en Francia a las Torrijas?,"['Pain perdu', 'Frits de pain', 'Pain dur avec oeuf', 'Pain grillé']",Pain perdu
0,Cine y Televisión,¿Qué cadena de televisión está orientada al público infantil y juvenil?,"['MTV', 'Bloomberg TV', 'Disney Channel', 'Fashion TV']",Disney Channel
0,Arte y Literatura,"¿Quién escribió Yvain, el Caballero del León?","['Sir Tomas Malory', 'Chrétien de Troyes', 'Bernard Cornwell', 'Mark Twain']",Chrétien de Troyes
0,Arte y Literatura,¿Dónde se encuentra la Grand Place?,"['En Florencia', 'En Bruselas', 'En Londres', 'En Madrid']",En Bruselas
0,Arte y Literatura,¿Quien pintó La adoración de los magos?,"['Goya', 'Murillo', 'Velazquez', 'Durero']",Velazquez
0,Ciencia y Naturaleza,¿Dónde se encuentra la cueva de Cro-Magnon donde se encontraron fósiles de Homo sapiens?,"['En Italia', 'En Polonia', 'En Francia', 'En Alemania']",En Francia
0,Cine y Televisión,¿Quién acompaña a Will Smith en la película Siete Almas de Gabriele Muccino? (Pista: Es el pianista ciego),"['Robert de Niro', 'Woody Harrelson', 'Morgan Freeman', 'Jack Nicholson']",Woody Harrelson
0,Deporte,¿Dónde se originó el Tenis?,"['Asia', 'Europa', 'Australia', 'África']",Europa
0,Historia,¿Quien fue el explorador y conquistador español del Perú?,"['Juan Ponce de León', 'Vasco Núñez de Balboa', 'Hernán Cortés', 'Francisco Pizarro']",Francisco Pizarro
0,Ciencia y Naturaleza,¿Quién descubrió la vacuna del Tifus?,"['Severo Ochoa', 'Luc Montagnier', 'Ramón y Cajal', 'Almroth Wright, 1898']","Almroth Wright, 1898"
0,Deporte,¿Cada cuantos años se celebra el Campeonato Europeo de Atletismo?,"['Cada 4 años', 'Cada 2 años', 'Cada año', 'Cada 10 años']",Cada 4 años
0,Historia,¿Por qué son conocidos Fernando de Magallanes y Juan Sebastián Elcano?,"['Por conquistar Brasil, Venezuela, Guatemala, Italia y Argentina', 'Por descubrir el Océano Pacífico', 'Por haber realizado la primera circunnavegación de la tierra', 'Por ganar la batalla de Lepanto']",Por haber realizado la primera circunnavegación de la tierra
0,Arte y Literatura,¿Qué parte del cuerpo le falta a la Victoria alada de Samotracia?,"['Una mano', 'Las alas', 'Los brazos', 'La cabeza']",La cabeza
0,Arte y Literatura,¿Cómo se llama la plaza central de Bruselas?,"['Grand Place', 'Notre Dame', 'El Kremlin', 'La Plaza Roja']",Grand Place
0,Historia,¿Cual de estos personajes ha sido Emperador Romano?,"['Jose Castro Urdiales', 'Caracalla', 'Pompeyo', 'Marco Antonio']",Caracalla
0,Ciencia y Naturaleza,¿Quien fue el primer humano en pisar la Luna en una misión del Apolo 11?,"['Neil Armstrong', 'Yuri Gagarin', 'Georgi Dobrovolski', 'Laika']",Neil Armstrong
0,Arte y Literatura,¿Quién es el autor del poema 'Puedo escribir los verzos más tristes esta noche'?,"['Pablo Neruda', 'Lucas Ignacio', 'Nelson John', 'Paula Eskiball']",Pablo Neruda
0,Deporte,¿A partir de que año surge el ciclismo?,"['1911', '1890', '1945', '1954']",1890
0,Música,¿Cómo se titula el primer disco de Madonna?,"['Like a Virgin', 'True Blue', 'Madonna', 'Hard Candy']",Madonna
0,Geografía,¿Cuál es la altura del monte Mont-Blanc?,"['4793,3 m', '4725,5 m', '4822,7 m', '4810,9 m']","4810,9 m"
0,Cine y Televisión,Programa de musica de Caracol TV,"['Factor X', 'La radio', 'Tu si que vales', 'Yo me llamo']",Yo me llamo
0,Miscelánea,¿Cuál es la compañía más grande de café del mundo?,"['Starbucks', 'Bonka', ""Dunkin' Donuts"", 'Café de Colombia']",Starbucks
0,Deporte,¿Cuantas veces ha ganado España la Copa Mundial de Fútbol?,"['Dos', 'Ninguna', 'Una', 'Tres']",Una
0,Cine y Televisión,¿En cual de los siguientes programas de televisión NO participó Gloria Fuertes?,"['Sabadabada', 'Un globo, dos globos, tres globos', 'La mansión de los Plaff', 'La cometa blanca']",Sabadabada
0,Cine y Televisión,¿Cómo se llama el superhéroe destructivo y alcohólico interpretado por Will Smith para Peter Berg?,"['Superman', 'Hellboy', 'Hancock', 'Spiderman']",Hancock
0,Arte y Literatura,¿En qué modalidad de danza destaca Cristina Hoyos?,"['Bailes de salón', 'Bailes latinos', 'Tango', 'Baile flamenco']",Baile flamenco
0,Miscelánea,¿Qué es el Pique a lo Macho?,"['Un campeonato de rodeo en Argentina', 'La matanza del cerdo en México', 'Una fiesta típica de Colombia', 'Un plato típico de Bolivia']",Un plato típico de Bolivia
0,Arte y Literatura,¿Quién escribió 'El sí de las niñas'?,"['Rosalía de Castro', 'Leandro Fernández de Moratín', 'San Juan de la Cruz', 'Juan Ramón Jiménez']",Leandro Fernández de Moratín
0,Ciencia y Naturaleza,¿En qué año se descubrió el primer fósil de Australopithecus africanus?,"['En 1897', 'En 1924', 'En 2001', 'En 1986']",En 1924
0,Arte y Literatura,La Alhambra de Granada (España) ¿Qué tipo de construcción es?,"['Un mercado y centro de reuniones andalusí', 'Un palacio y fortaleza andalusí', 'Un templo en honor a Alá construido por los musulmanes', 'La mayor biblioteca construida por los musulmanes en al-Ándalus']",Un palacio y fortaleza andalusí
0,Cine y Televisión,"¿Qué actor interpreta a Maxi, el dueño de un restaurante que intenta conseguir una estrella Michelín, en la película Fuera de carta?","['Juan Diego Botto', 'Carlos Larrañaga', 'Javier Bardem', 'Javier Cámara']",Javier Cámara
0,Música,¿De dónde proviene el nombre del grupo Pink Floyd?,"['De un Pub', 'De una localidad', 'De un cuento infantil', 'De los musicos Pink Anderson y Floyd Council']",De los musicos Pink Anderson y Floyd Council
0,Historia,"¿Quiénes son Fidel Castro, el Che Guevara, Camilo Cienfuegos, Raúl Castro y Juan Almeida?","['Ministros del gobierno dictarorial de Fulgencio Batista en Cuba', 'Presidentes Mexicanos', 'Figuras emblemáticas de la revolución cubana', 'Descubridores Españoles']",Figuras emblemáticas de la revolución cubana
0,Cine y Televisión,¿Qué actores protagonizaron El Golpe?,"['Jack Nicholson y Danny DeVito', 'Al Pacino y Robert De Niro', 'Paul Newman y Robert Redford', 'Dustin Hoffman y Murray Hamilton']",Paul Newman y Robert Redford
0,Deporte,¿Cómo se juega al Billar Francés?,"['Haciendo carambolas con las quince bolas en juego', 'Introduciendo las bolas lisas o rayadas en las troneras', 'Introduciendo las bolas en las troneras en un orden según el color', 'Haciendo carambolas con las tres bolas en juego']",Haciendo carambolas con las tres bolas en juego
0,Cine y Televisión,¿Cual fue el primer largometraje sonoro?,"['Nosferatu', 'King Kong', 'El cantante de jazz', 'Tiempos modernos']",El cantante de jazz
0,Cine y Televisión,¿Cuál fue la primera película argelina en ganar un Oscar?,"['A', 'Z', 'Q', 'X']",Z
0,Miscelánea,"¿Qué genero gramatical tiene la palabra ""antípodas""?","['Neutro', 'Masculino y femenino', 'Femenino', 'Masculino']",Masculino y femenino
0,Geografía,¿Qué río de la Península de Indochina tiene 4.500 kilómetros de longitud?,"['Ganges', 'Mekong', 'Yangtsé', 'Éufrates']",Mekong
0,Geografía,¿Cual es la capital del Estado de Kuwait?,"['Jahrah', 'Bakú', 'Ciudad de Kuwait', 'Ereván']",Ciudad de Kuwait
0,Cine y Televisión,¿Cómo marca con su espada El Zorro a sus enemigos?,"['Con un círculo', 'Con una D', 'Con una Z', 'Con un aspa']",Con una Z
0,Historia,¿Por qué son conocidos Fernando de Magallanes y Juan Sebastián Elcano?,"['Por ganar la batalla de Lepanto', 'Por conquistar Brasil, Venezuela, Guatemala, Italia y Argentina', 'Por descubrir el Océano Pacífico', 'Por haber realizado la primera circunnavegación de la tierra']",Por haber realizado la primera circunnavegación de la tierra
0,Cine y Televisión,¿Quién fue el ganador del Oscar al mejor director 2008?,"['Danny Boyle', 'Mel Gibson', 'Rob Marshall', 'Clint Eastwood']",Danny Boyle
0,Geografía,¿De qué colores es la bandera de los Estados Unidos Mexicanos?,"['Rojo, negro y blanco', 'Blanco, azul y negro', 'Verde, blanco y rojo', 'Verde, amarillo y rojo']","Verde, blanco y rojo"
0,Ciencia y Naturaleza,¿Cual es la temperatura de fusión del agua según la escala Celsius?,"['0 grados', '100 grados', '212 grados', '32 grados']",0 grados
0,Miscelánea,¿Dónde se fundó la multinacional IKEA?,"['Italia', 'Suiza', 'Alemania', 'Suecia']",Suecia
0,Música,¿De dónde es originaria el grupo Queen?,"['Irlanda', 'Estados Unidos', 'Australia', 'Inglaterra']",Inglaterra
0,Arte y Literatura,¿Qué estilo de pintura utilizaba puntos de pintura sobre el lienzo en vez de pinceladas?,"['Postimpresionismo', 'Impresionismo', 'Contrapuntismo', 'Puntillismo']",Puntillismo
0,Arte y Literatura,¿Cual de las siguientes obras NO es de Ken Follet?,"['En el blanco', 'Los Pilares de la Tierra', 'El Silmarilion', 'La isla de las Tormentas']",El Silmarilion
0,Miscelánea,¿Cómo se llama el dedo gordo?,"['Pulgar', 'Corazón', 'Meñique', 'Anular']",Pulgar
0,Geografía,"¿Qué capital europea significa ""puerta de mercaderes?","['Londres', 'Lisboa', 'Roma', 'Copenhage']",Copenhage
0,Cine y Televisión,¿Quien es Marcelo Piñeyro?,"['El director de Acción Mutante y El día de la bestia', 'El director de El rey pasmado y La carta esférica', 'El director de Plata quemada y El Método', 'El director de Belle Époque y Calle 54']",El director de Plata quemada y El Método
0,Arte y Literatura,¿Qué autor brasileño escribió la novela El Alquimista (1988)?,"['Jorge Amado', 'Paulo Coelho', 'Jorge Luis Borges', 'Sanchez Dragó']",Paulo Coelho
0,Miscelánea,¿Qué lleva en el interior los Huevos Kinder?,"['Un provervio chino', 'Un muñeco o un juguete', 'Otro Huevo Kinder', 'Chocolate']",Un muñeco o un juguete
0,Música,¿De qué canción de Gloria Gaynor hizo una exitosa versión Jimmy Sommerville?,"['On the radio', 'Bad girls', 'Mc Arthur park', 'Never can say goodbye']",Never can say goodbye
0,Arte y Literatura,¿En qué fechas se desarrolla la Literatura Española de la Ilustración?,"['Siglo XII', 'Siglo I a.C.', 'Siglo XVIII', 'Siglo V']",Siglo XVIII
0,Deporte,¿Cuántos equipos participan en la Copa FIFA Confederaciones?,"['8', '16', '10', '32']",8
0,Música,¿De quien es la canción 'Man in the Mirror'? (Del álbum Bad 1987),"['AC/DC', 'Michael Jackson', 'ABBA', 'Aerosmith']",Michael Jackson
0,Arte y Literatura,¿Quién habló en su obra del 'Descenso a los infiernos'?,"['Dante Aghlieri', 'Petrarca', 'Cervantes', 'Leonardo da Vinci']",Dante Aghlieri
0,Música,¿Quién fue el cantante de The Doors?,"['Jim Morrison', 'Mick Jagger', 'Freddie Mercury', 'John Lennon']",Jim Morrison
0,Arte y Literatura,¿De dónde es el escritor Paulo Coelho',"['Brasil', 'Italia', 'Francia', 'España']",Brasil
0,Ciencia y Naturaleza,¿Qué descubrió James Chadwick?,"['La radiación cósmica', 'El argón', 'Los rayos X', 'El neutrón']",El neutrón
0,Deporte,¿En qué posición juega el futbolista español Raúl González Blanco?,"['Mediocampista', 'Guardameta', 'Delantero', 'Defensa']",Delantero
0,Geografía,¿Qué significan las siglas PIB?,"['Producción Británica Internacional', 'Producción Internacional de Bienes', 'Petroleo Interior Bruto', 'Producto Interno Bruto']",Producto Interno Bruto
0,Música,¿Qué estilo de música cantan 'Ella baila sola'?,"['Power metal', 'Hard rock', 'Pop', 'Heavy metal']",Pop
0,Cine y Televisión,¿Quien dirigió Million Dollar Baby?,"['Ron Howard', 'Roman Polanski', 'Pedro Almodovar', 'Clint Eastwood']",Clint Eastwood
0,Arte y Literatura,¿Quién dibujó el Hombre de Vitruvio?,"['Fernando Botero', 'Miguel Angel', 'Rafael', 'Leonardo da Vinci']",Leonardo da Vinci
0,Deporte,¿Qué jugador ha sido elegido mejor jugador del muldial Sudafrica 2010?,"['Diego Forlán', 'Xavi Hernandez', 'Arjen Robben', 'Andrés Iniesta']",Diego Forlán
0,Ciencia y Naturaleza,¿Qué es un Kelvin?,"['La unidad básica de masa', 'La unidad básica de cantidad de sustancia', 'La unidad básica de temperatura', 'La unidad básica de intensidad luminosa']",La unidad básica de temperatura
0,Deporte,¿En qué mes se inicia la temporada regular de la NBA?,"['Diciembre', 'Octubre', 'Noviembre', 'Septiembre']",Noviembre
0,Música,¿Qué es una corchea? (Figuras musicales),"['Una figura equivalente a 2 redondas', 'Una figura equivalente a 1 fusa', 'Una figura equivalente a 2 blancas', 'Una figura equivalente a 4 fusas']",Una figura equivalente a 4 fusas
0,Música,¿Qué español pidió que le enseñasen a cantar en el Festival de Eurovisión 1977?,"['Micky', 'Julio Iglesias', 'Sergio Dalma', 'José Vélez']",Micky
0,Deporte,¿Contra qué selección se proclamó España campeona del mundo por primer vez?,"['Brasil', 'Holanda', 'Alemania', 'Italia']",Holanda
0,Deporte,¿En qué ciudad tuvo lugar la 'Tragedia de Hillsborough' en la que 96 aficionados fallecieron aplastados contra las vallas del estadio de futbol?,"['Nottingham', 'Sheffield', 'Londres', 'Liverpool']",Sheffield
0,Deporte,"¿En qué Conferencia juega el equipo de la NBA, Toronto Raptors?","['Conferencia Sur', 'Conferencia Norte', 'Conferencia Este', 'Conferencia Oeste']",Conferencia Este
0,Arte y Literatura,¿Quien es el autor de la novela Anna Karénina?,"['Dostoievski', 'Iván Goncharov', 'Iván Turgueniev', 'Lev Tolstói']",Lev Tolstói
0,Cine y Televisión,¿Cuándo se emitió la serie de televisión Blossom?,"['En la Edad Media', 'En los 90', 'En los 80', 'En los 70']",En los 90
0,Arte y Literatura,¿Cómo se llama el autor de la novela erótica: Lolita (1955)?,"['Stanley Kubrick', 'Vladimir Nabokov', 'Edgar Allan Poe', 'Francesco Petrarca']",Vladimir Nabokov
0,Cine y Televisión,¿Quién dirigió la película Pesadilla Antes De Navidad?,"['Johnny Deep', 'Henry Selick', 'Pedro Almodóvar', 'Antonio Banderas']",Henry Selick
0,Arte y Literatura,¿Con que nombre se conoce el cuadro Los Fusilamientos del Tres de Mayo de Goya?,"['El duque de San Carlos', 'La junta de Filipinas', 'Los fusilamientos en la montaña del Príncipe Pío', 'Retrato de Miguel de Lardizábal']",Los fusilamientos en la montaña del Príncipe Pío
0,Arte y Literatura,¿Cómo se llama el protagonista de la novela El Conde de Montecristo?,"['Ebenezer Scrooge', 'Edmond Dantès', 'Oliver Twist', 'Samuel Frgusson']",Edmond Dantès
0,Ciencia y Naturaleza,¿Qué molusco aplica en el agua el principio de los motores a reacción?,"['La almeja', 'El mejillón', 'La sepia', 'El caracol']",La sepia
0,Geografía,¿Cuál es la capital de Israel?,"['Beirut', 'Jerusalén', 'Ammán', 'Tel Aviv']",Jerusalén
0,Geografía,¿Cual es la capital de la República de Panamá?,"['Ciudad de Panamá', 'San Francisco de Quito', 'San Salvador', 'Brasilia']",Ciudad de Panamá
0,Cine y Televisión,¿Quién dirigió 'Los lunes al sol'?,"['Fernando León de Aranoa', 'Isabel Coixet', 'Icíar Bollaín', 'Luis García Berlanga']",Fernando León de Aranoa
0,Cine y Televisión,¿Quién era uno de los mejores bailarines de la serie Fama?,"['Bruno Martelli', 'Leroy Johnson', 'Julie Miller', 'Danny Amatullo']",Leroy Johnson
0,Geografía,¿En qué país se encuentra el río Támesis?,"['Inglaterra', 'Suiza', 'Irlanda', 'Francia']",Inglaterra
0,Geografía,¿Cuántas comunidades autónomas hay en España?,"['17 y 2 ciudades autónomas', '16', '15 y 3 ciudades autónomas', '14']",17 y 2 ciudades autónomas
0,Arte y Literatura,¿De qué estilo es el Edificio Empire State de Nueva York?,"['Art Nouveau', 'Neogótico', 'Art decó', 'Cubismo']",Art decó
0,Geografía,¿Dónde se encuentra el río San Lorenzo?,"['En España', 'En Venezuela', 'En Argentina', 'En Canadá']",En Canadá
0,Música,¿Cómo se tituló la película sobre el viaje de ABBA por Australia en 1977?,"['ABBA', 'Australian ABBA', 'ABBA The Movie', 'Top ABBA']",ABBA The Movie
0,Deporte,¿Dónde termina el rally más famoso del mundo?,"['En Sucre', 'En Dakar', 'En Londres', 'En Sidney']",En Dakar
0,Cine y Televisión,¿En qué serie aparece la familia Carrington?,"['Expediente X', 'Dallas', 'Falcon Crest', 'Dinastía']",Dinastía
0,Cine y Televisión,¿Con qué nombre se conoce en España la película 'Snatch' del director Guy Ritchie?,"['Snatch, el gitano', 'Snatch: cerdos y diamantes', 'Snatch, vacas y más', 'Snatch, atraco y muerte']",Snatch: cerdos y diamantes
0,Cine y Televisión,¿Quién es Matt Groening?,"['El creador de El Coche Fantástico', 'El Creador de Perdidos', 'El Creador de House', 'El Creador de Los Simpson']",El Creador de Los Simpson
0,Miscelánea,¿De qué país es típica la Pizza?,"['México', 'Francia', 'Inglaterra', 'Italia']",Italia
0,Ciencia y Naturaleza,¿Qué es un himenóptero?,"['Una hormiga', 'Un escarabajo', 'Un mosquito', 'Una polilla']",Una hormiga
0,Miscelánea,¿De donde proviene el nombre de la marca Cadillac?,"['De la familia Cardellach, emigrantes de Tarrasa (España)', 'De la ciudad donde se construyó la primera factoría', 'Del primer modelo de la marca', 'Es un nombre inventado a partir de la fonética de los indios americanos']","De la familia Cardellach, emigrantes de Tarrasa (España)"
0,Arte y Literatura,¿Cómo se llama el protagonista de la novela El Conde de Montecristo?,"['Ebenezer Scrooge', 'Edmond Dantès', 'Samuel Frgusson', 'Oliver Twist']",Edmond Dantès
0,Deporte,¿En qué deporte los puntos se denominan tocados?,"['Boxeo', 'Halterofilia', 'Taekwondo', 'Esgrima']",Esgrima
0,Miscelánea,¿Dónde se comercializaron por primera vez los caramelos PEZ?,"['En Austria', 'En la India', 'En Estados Unidos', 'En España']",En Austria
0,Arte y Literatura,Periodista y escritora catalana autora de La Casa de los Siete Pecados,"['Maruja Torres', 'Rosa Regàs', 'Carmen Rigalt', 'Mari Pau Domínguez']",Mari Pau Domínguez
0,Ciencia y Naturaleza,¿De qué especie es el Hombre de Tepexpan?,"['Homo erectus', 'Homo sapiens', 'Homo habilis', 'Paranthropus robustus']",Homo sapiens
0,Geografía,La Feria de las Flores es una fiesta en Medellín (Colombia) que se celebra en ...,"['Diciembre', 'Febrero', 'Agosto', 'Junio']",Agosto
0,Arte y Literatura,Autor de La Cartuja de Parma,"['Jostein Gaarder', 'Guy de Maupassant', 'Gustave Flaubert', 'Marie Henri Beyle Stendhal']",Marie Henri Beyle Stendhal
0,Arte y Literatura,¿Qué renacentista italiano pintó La Primavera?,"['Bronzino', 'Pedro Berruguete', 'Sandro Botticelli', 'El Greco']",Sandro Botticelli
0,Historia,¿Qué reina egipcia de la dinastía XVIII fue famosa por su belleza?,"['Nyuserra', 'Dyedkara', 'Nefertiti', 'Cleopatra']",Nefertiti
0,Historia,¿Cuál fue la capital del Imperio Bizantino?,"['París', 'Jerusalén', 'Constantinopla', 'Roma']",Constantinopla
0,Miscelánea,¿De qué país es natural la raza de perro Chow Chow?,"['Rusia', 'China', 'Alemania', 'EE.UU.']",China
0,Música,¿Quién canta 'A la primera persona' del álbum 'El tren de los momentos'?,"['Amaral', 'Extremoduro', 'Alejandro Sanz', 'Avalanch']",Alejandro Sanz
0,Arte y Literatura,¿Cuál es la primera de las Novelas Ejemplares de Miguel de Cervantes?,"['Los trabajos de Persiles y Sigismunda', 'La Galatea', 'El Quijote', 'La Gitanilla']",La Gitanilla
0,Geografía,¿Cual es la cascada más ancha del mundo?,"['Las Cataratas Victoria', 'El Salto del Ángel', 'La Catarata de Gocta', 'Las Cataratas del Niágara']",Las Cataratas Victoria
0,Ciencia y Naturaleza,¿Qué quieren decir las siglas TFT?,"['Terrestrial Film Television (Televisión de Película Terrestre)', 'Titanium Film Television(Televisiónde Película de Titanio)', 'Tube Film Transistor (Transistor de Película de Tubo)', 'Thin Film Transistor (Transistor de Película Fina)']",Thin Film Transistor (Transistor de Película Fina)
0,Música,¿De quien es la canción 'Man in the Mirror'? (Del álbum Bad 1987),"['Michael Jackson', 'ABBA', 'AC/DC', 'Aerosmith']",Michael Jackson
0,Geografía,¿Dónde está la Plaza de Tiananmen?,"['Berlín', 'Buenos Aires', 'Pekín', 'Marrakech']",Pekín
0,Geografía,¿Cual es el idioma oficial de Jordania?,"['Turco', 'Israelí', 'Árabe', 'Jordanés']",Árabe
0,Historia,¿Qué honor ostenta la ciudad de Panamá?,"['Es la ciudad donde Vasco Nuñez de Balboa descubrió el Oceano Pacífico', 'Es la ciudad fundada por españoles más antigua que todavía existe en la actualidad', 'Es la primera ciudad fundada por españoles en América', 'Es la ciudad donde desapareció el imperio Inca']",Es la ciudad fundada por españoles más antigua que todavía existe en la actualidad
0,Arte y Literatura,¿Cuál es considerado el primer monumento de la arquitectura gótica?,"['La Catedral de Durham en Inglaterra', 'La Catedral de León en España', 'La basílica de la abadía real de Saint-Denis en Francia', 'La Catedral de Notre-Dame en París']",La basílica de la abadía real de Saint-Denis en Francia
0,Ciencia y Naturaleza,¿Qué islas estuvo estudiando Charles Darwin para desarrollar su Teoría de la Evolución?,"['Islas Galápagos', 'Islas Tortugas', 'Islas Hawaii', 'Islas Canarias']",Islas Galápagos
0,Música,¿Cual de los siguientes NO es un álbum del grupo español El Canto del Loco?,"['Personas', 'Aidalai', 'A contracorriente', 'Arriba el telón']",Aidalai
0,Historia,¿Cuántos siglos duró el Imperio Otomano?,"['Casi 4 siglos', '2 siglos', '3 siglos', 'Más de 6 siglos']",Más de 6 siglos
0,Cine y Televisión,¿Cómo se llama el presentador de Pasapalabra?,"['Enrique Guzmán', 'Carlos Latre', 'Cristian Gálvez', 'Luke']",Cristian Gálvez
0,Miscelánea,¿Qué significa mesar?,"['Lavar el cabello', 'Arrancar cabellos con las manos', 'Besar', 'Peinar']",Arrancar cabellos con las manos
0,Arte y Literatura,¿Quien pintó La Venus del Espejo?,"['Joan Miró', 'Salvador Dalí', 'Diego Velázquez', 'Pablo Picasso']",Diego Velázquez
0,Cine y Televisión,¿De qué país es la cadena de televisión BBC?,"['México', 'Reino Unido', 'Estados Unidos', 'Francia']",Reino Unido
0,Cine y Televisión,¿Cómo se llama el bar de Gonzalo en Siete Vidas?,"['Cheers', 'Max & Henry', 'Casi Ke No', 'Central Park']",Casi Ke No
0,Cine y Televisión,"¿Qué tipo de negocio regenta Moe, el amigo de Homer, Simpson?","['Una hamburguesería', 'Un colegio', 'Una bolera', 'Una taberna']",Una taberna
0,Historia,¿Con la conquista de qué ciudad finalizó la Reconquista de España por los Cristianos?,"['Pontevedra', 'Oviedo', 'Granada', 'Barcelona']",Granada
0,Historia,¿De qué ciudad alemana es originaria la fiesta popular Oktoberfest?,"['Dortmund', 'Hannover', 'Berlin', 'Múnich']",Múnich
0,Deporte,¿En qué siglo se inventó el Golf?,"['XV', 'XII', 'V', 'XX']",XV
0,Cine y Televisión,¿Dónde está el bar de Cheers?,"['Londres', 'Boston', 'París', 'Bogotá']",Boston
0,Historia,¿Quien liberó a Venezuela de la esclavitud?,"['Esequiel Zamora', 'Simón Bolívar', 'Manuel de Salas', 'Jose Félix de Restrepo']",Simón Bolívar
0,Arte y Literatura,¿Dónde se encuentra la Pirámide escalonada de Zoser?,"['en Giza', 'En Atenas', 'En Saqqara', 'En el Valle de los Reyes']",En Saqqara
0,Música,¿En qué año se celebró el Festival de Woodstock?,"['1940', '1979', '1950', '1969']",1969
0,Cine y Televisión,¿Quién dirigió la serie Cuentos Asombrosos?,"['Oliver Stone', 'Steven Spielberg', 'Francis Ford Copolla', 'James Cameron']",Steven Spielberg
0,Música,¿Qué nota va en la segunda línea del pentagrama? (Clave de Sol),"['Mi', 'Re', 'Sol', 'Do']",Sol
0,Arte y Literatura,¿Quién escribió Nuestra Señora de París?,"['Victor Hugo', 'Frank McCourt', 'Umberto Eco', 'Dan Brown']",Victor Hugo
0,Miscelánea,¿En qué lugar se celebran los San Fermines?,"['Pamplona', 'San Fermín', 'Sevilla', 'Cádiz']",Pamplona
0,Historia,¿De qué puerto salió Cristobal Colón cuando dirigiéndose a las Indias descubrió América?,"['Puerto de la Bahía de Cádiz', 'Puerto de Málaga', 'El Ferrol (La Coruña)', 'Palos de la Frontera (Huelva)']",Palos de la Frontera (Huelva)
0,Historia,¿Qué incidente motivó el inicio de la Guerra del Golfo (1990-1991)?,"['El terrorismo de Al Qaeda', 'La eliminación de las armas de destrucción masiva de Irak', 'La invasión de Kuwait por Irak', 'Derrocar a Sadam Huseim de la presidencia de Irak']",La invasión de Kuwait por Irak
0,Arte y Literatura,Famosa obra de Mark Twain,"['Tom Sawyer', 'La Divina Comedia', 'Huckleberry Finn', 'La Isla del Tesoro']",Tom Sawyer
0,Música,¿Qué estilo de música canta Aretha Franklin?,"['Rock and roll', 'Pop', 'Heavy metal', 'Soul, gospel, Rhythm and Blues']","Soul, gospel, Rhythm and Blues"
0,Deporte,¿De qué país es el equipo de fútbol FC Porto?,"['Brasil', 'Argentina', 'Portugal', 'España']",Portugal
0,Arte y Literatura,¿Quién escribió Rebelión en la Granja?,"['William Shakespeare', 'Mark Twain', 'George Orwell', 'Jonathan Swift']",George Orwell
0,Ciencia y Naturaleza,¿Qué es el Katal?,"['Una unidad de temperatura termodinámica', 'Una unidad de ángulo plano', 'Una unidad derivada del SI para medir la actividad catalítica', 'Una unidad básica del SI para medir la inductancia']",Una unidad derivada del SI para medir la actividad catalítica
0,Geografía,¿Dónde está Niagara Falls?,"['Pensilvania', 'Michigan', 'Nueva York', 'Ohio']",Nueva York
0,Música,¿Quién preguntó 'Has visto alguna vez la lluvia'?,"['Rolling Stones', 'Bob Dylan', 'Paul Anka', 'Creedence']",Creedence
0,Música,¿De qué país es el grupo The Beatles?,"['Francia', 'Reino Unido', 'Estados Unidos', 'Australia']",Reino Unido
0,Geografía,¿Dónde está el Lago Sap?,"['Perú', 'Camboya', 'Francia', 'Tailandia']",Camboya
0,Cine y Televisión,¿Quien interpreta a Campañilla y Peter Pan en 'Hook'?,"['Cristina Ricci y Kevin Costner', 'Maggie Smith y Henry Ford', 'Nicole kidman y Charlie Korsmo', 'Julia Roberts y Robin Williams']",Julia Roberts y Robin Williams
